Name,Mean,StandardDeviation,Liberty,Middle Tenn.,Boise State,LIU Brooklyn,Colorado,Bucknell,NC State,Davidson,Pacific,UNLV,Montana,Kansas State,James Madison,N.C. A&T,Wisconsin,Notre Dame,Belmont,Pittsburgh,Iona,New Mexico,St. Mary's (Cal.),Southern Univ.,Akron,South Dakota State,Oklahoma,UCLA,Western Kentucky,Northwestern State,Georgetown,Villanova,Albany,Valparaiso,Cincinnati,Missouri,New Mexico St.,Oklahoma State,Temple,Syracuse,Illinois,Butler,La Salle,Harvard,Wichita State,Ohio State,VCU,San Diego State,Kansas,Minnesota,Creighton,Memphis,Louisville,Oregon,California,Marquette,Iowa State,Gonzaga,Michigan,Florida Gulf Coast,Duke,Saint Louis,Miami (FL),Arizona,North Carolina,Colorado State,Indiana,Michigan State,Florida,Mississippi
Albany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cincinnati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico St.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oklahoma State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Temple,0.012838870999999983,0.010555129499497945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1141075875117172E-4,-4.122786587741726E-6,2.090664405293919E-6,4.383375162096347E-6,4.078683016806589E-6,-5.329037700807284E-7,1.6603800679330032E-6,-3.3325853585175576E-6,-5.282873515248692E-17,-3.4317620970568416E-7,1.0549645633193596E-5,4.578798504295365E-6,1.3631558243115524E-7,1.6470336057464788E-7,-2.9051418368605267E-6,-8.034246036191435E-7,3.6670171737013278E-6,1.6669951608121444E-6,-4.195217967882558E-7,-2.9552401430322183E-6,2.738844789136522E-6,-7.979948810908049E-10,-1.3993602874903028E-6,1.1360653975527495E-6,3.7363019467274084E-6,9.661442669779036E-7,3.0216864289570485E-7,3.1844556100220282E-6,-1.5697062421844444E-4,3.889786374792224E-6,1.249533752862365E-5,9.491214300035117E-7
Syracuse,0.03825496099999997,0.048937584845797064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.122786587741726E-6,0.0023948872105395867,-1.1565860356395704E-5,-6.71912602017798E-6,-3.123260234107872E-6,-2.9163452786888707E-7,-1.3017418217562028E-6,-2.6501746206867285E-6,-9.947228781466889E-17,7.018234053463332E-7,-9.40044900092012E-5,1.4563951534098642E-5,2.2116253230422525E-5,-7.506031980453933E-6,-1.531220059547928E-4,9.757656606158772E-6,-8.818877176271805E-5,-4.7148531519339416E-5,-1.1132062804500917E-7,-1.3002236474768642E-5,-4.455740208265959E-5,-3.6472212821013038E-6,-3.967200010021152E-5,2.1886076497332977E-5,-2.17810581787012E-4,2.918745945355273E-5,1.0450696577494574E-5,-7.318736097408884E-6,-0.0013404163904052425,-9.678688869808137E-6,-3.952389850128205E-4,-1.2353149705177756E-5
Illinois,0.01589434800000002,0.01485405433502747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.090664405293919E-6,-1.1565860356395704E-5,2.2064293018794837E-4,-5.95272351393648E-6,8.519161037733272E-7,1.682924898030438E-7,-2.4056394915418047E-6,1.3219860636528268E-5,-3.5364690473978844E-17,7.777538136581918E-6,6.880829148454928E-6,1.3353836577450085E-6,-1.28857373115467E-6,-2.3310436460747688E-7,3.696501847538044E-6,-1.4478304012631666E-6,2.5052077351719722E-6,-1.856789167964302E-5,-6.89815397926235E-7,7.898516147269883E-6,1.0121584101428581E-5,-4.511189107755769E-7,6.418355115348142E-6,-6.867047446592261E-6,-1.6207996135706007E-4,-6.511269963570206E-6,-8.040258050745352E-7,2.812358034441198E-6,-5.462011248410864E-5,-2.157638447652073E-6,-1.0677700223380662E-5,-9.962417265344265E-8
Butler,0.01822647000000007,0.015138574737525869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.383375162096347E-6,-6.71912602017798E-6,-5.95272351393648E-6,2.2917644508365644E-4,1.7625827423113595E-6,-1.2314863886114586E-6,-1.1699270626767485E-6,1.9858845043942274E-5,-3.4382337960812767E-17,3.0783498214564906E-6,-4.5283641904459176E-6,-1.432169201062089E-6,-2.5979602864309915E-7,3.580090299004609E-7,2.6579765625324123E-5,1.4431124439790748E-7,1.912213238953356E-6,-9.80614705662065E-5,-2.7186518895418726E-6,-5.981354734993599E-7,2.8488330908485094E-6,1.6867989141417473E-7,-1.9941812417139842E-5,-1.2848231956364942E-6,-7.796796742012983E-5,-5.717362386264931E-6,6.909151276709163E-6,2.4931716083904996E-6,-5.857216042560837E-5,1.1067907551157227E-6,-1.2340927493585326E-5,-2.2836199410834745E-6
La Salle,0.01691991900000001,0.013632631802717031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.078683016806589E-6,-3.123260234107872E-6,8.519161037733272E-7,1.7625827423113595E-6,1.858486498684518E-4,2.1680809440993466E-7,-4.801163903524101E-6,-3.003568296646403E-5,-3.554660760604664E-17,4.635436207727599E-6,-5.182416594538233E-6,1.476637264380933E-6,7.692170631986983E-6,-2.681036459629636E-7,-1.1047006720522087E-5,2.3013954292934265E-6,-1.148232208097742E-6,-1.3643810682170826E-6,5.026699707707518E-6,-9.453837857166991E-5,-2.744905067731662E-6,1.4154817609540508E-6,7.946701910818793E-6,4.373836763865898E-6,1.2408003535427696E-7,3.647396923083292E-6,2.5761578014500334E-6,3.840021760016793E-6,1.2336291516150016E-5,-4.369916057483934E-6,-3.971997864927797E-6,-8.755550263526675E-5
Harvard,0.012264118999999987,0.005120985019753488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.329037700807284E-7,-2.9163452786888707E-7,1.682924898030438E-7,-1.2314863886114586E-6,2.1680809440993466E-7,2.6224487572539626E-5,1.53646010186094E-6,8.010034158374765E-7,-4.959061020168021E-17,-3.007195120749589E-7,-1.8354125188515755E-6,4.558659140333462E-7,1.2331811058195491E-6,1.1086463648306764E-6,-2.7413130435410443E-6,-1.0628798245024854E-7,7.960397752917838E-7,4.834781416764006E-7,2.5401919431187925E-6,1.9875034734142595E-6,2.3486677394319563E-6,-7.857194022447345E-8,3.487081385176316E-7,-2.9881632928121452E-6,2.803716850522227E-6,-3.7380747501712415E-5,2.6825658592004824E-7,2.270490099042167E-6,-2.1410641913913283E-6,2.7776136595675925E-6,1.77901290917569E-6,-5.201197071906692E-7
Wichita State,0.017436084999999914,0.019560495577097263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6603800679330032E-6,-1.3017418217562028E-6,-2.4056394915418047E-6,-1.1699270626767485E-6,-4.801163903524101E-6,1.53646010186094E-6,3.826129872216416E-4,-6.517895591463886E-5,-3.2526783213721283E-17,4.369755180877538E-6,-1.0413681517150477E-5,3.913248834217448E-6,1.0510137337568465E-6,-3.512888874164148E-8,-1.9485292476648817E-5,-1.4648735976800044E-6,1.977639290503744E-7,5.306887868720201E-6,5.644579219599022E-6,-2.9488893083080906E-4,9.801426408947575E-6,-1.4795771081590838E-6,-2.168403790163593E-6,7.095253185611981E-6,8.460212691418899E-6,-6.603325433371717E-6,6.587638329174998E-6,2.447956913148546E-6,1.4709389465129278E-6,7.520793882813473E-6,-7.448745501298383E-6,-3.0831909176339205E-5
Ohio State,0.05890286099999994,0.06618191855091177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3325853585175576E-6,-2.6501746206867285E-6,1.3219860636528268E-5,1.9858845043942274E-5,-3.003568296646403E-5,8.010034158374765E-7,-6.517895591463886E-5,0.00438004634307952,-6.236119287283924E-17,1.5371413486416973E-5,-2.918121548465253E-5,2.5408392945023493E-6,-3.3279131149393237E-5,2.459583008163914E-6,-0.0010876294921777715,-2.376035386329975E-6,-1.3164394075099533E-6,-1.8167482781452054E-5,-3.0784939303343453E-4,-9.533267236521476E-4,-5.778413148085879E-5,-9.97398721937743E-7,-2.454371467236287E-4,-6.458208969600677E-5,-2.4281036803559322E-5,-6.434795132236689E-4,-5.191893103754204E-6,-5.379323382225877E-6,-2.1780592601858544E-4,-1.9559946552466848E-4,-3.3373070620707363E-4,-1.0570594514461674E-4
VCU,0.01063,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.282873515248692E-17,-9.947228781466889E-17,-3.5364690473978844E-17,-3.4382337960812767E-17,-3.554660760604664E-17,-4.959061020168021E-17,-3.2526783213721283E-17,-6.236119287283924E-17,-4.817165657155143E-17,-9.077664890182841E-17,-7.946140328721172E-17,-3.4637021945707674E-17,-3.121697986283318E-17,-3.772961319086015E-17,-1.621245480988166E-16,-3.8748349130439785E-17,-4.4078521100026104E-17,-5.752219715983596E-17,-3.398212027026362E-17,-6.99289455668594E-17,-1.1948317234212605E-16,-4.7680480314968394E-17,-7.80788330834965E-17,-8.750214052460816E-17,-9.845355187508926E-17,-1.1082391685569914E-16,-3.485532250418903E-17,-4.647982724332096E-17,-1.2515898686264117E-16,-1.0231019507492646E-16,-1.453881719485797E-16,-7.214833457808647E-17
San Diego State,0.02409610100000013,0.02320075155496429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4317620970568416E-7,7.018234053463332E-7,7.777538136581918E-6,3.0783498214564906E-6,4.635436207727599E-6,-3.007195120749589E-7,4.369755180877538E-6,1.5371413486416973E-5,-9.077664890182841E-17,5.382748727151778E-4,-3.977226657192066E-5,-2.2469713057977716E-5,-3.012150409348295E-6,-2.338204017939955E-6,-2.7279953068422974E-5,-3.377294463863858E-6,4.503421472108653E-6,3.07890737019268E-6,-6.787394485550536E-7,1.4101723807996255E-5,-1.705423790149874E-5,-3.260333077798563E-5,8.239263155126842E-6,-1.6338552212206045E-6,-1.6917261849527284E-6,-4.882494646434598E-6,4.4051380887029593E-7,-3.3282344486061086E-6,7.083083754767292E-6,1.2429673196303264E-5,-4.7216791105011865E-4,8.848231470445662E-6
Kansas,0.043036012999999936,0.05470081152169579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0549645633193596E-5,-9.40044900092012E-5,6.880829148454928E-6,-4.5283641904459176E-6,-5.182416594538233E-6,-1.8354125188515755E-6,-1.0413681517150477E-5,-2.918121548465253E-5,-7.946140328721172E-17,-3.977226657192066E-5,0.0029921787811320873,-1.6271197898641783E-5,-1.3939653942938223E-5,1.896486692818969E-5,-1.771376504281979E-4,3.819122895179239E-6,8.400252520202249E-7,-1.9782488136571164E-5,-6.631618932107852E-6,-3.221395511330103E-5,-6.076666998055429E-4,3.83861148543237E-6,-2.6217455169135022E-5,-3.034057298466123E-6,-6.742610250903521E-5,7.600762773042308E-6,-2.03424363255892E-4,4.327080697007467E-6,-4.931045522654228E-4,-6.272446892858209E-5,-0.0011561467882414789,2.1639172869854977E-5
Minnesota,0.01684099599999991,0.022331723943699307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.578798504295365E-6,1.4563951534098642E-5,1.3353836577450085E-6,-1.432169201062089E-6,1.476637264380933E-6,4.558659140333462E-7,3.913248834217448E-6,2.5408392945023493E-6,-3.4637021945707674E-17,-2.2469713057977716E-5,-1.6271197898641783E-5,4.98705894297593E-4,1.5317901196689025E-6,2.131007285113524E-6,2.3445066997127843E-5,8.280298041285737E-6,1.240625211649196E-6,6.986942714364872E-6,3.792353142862085E-6,1.3650511577935997E-5,-1.0638588797832483E-5,4.246922346797015E-6,-8.97704348291457E-6,1.6042616946479448E-6,-7.860390052307536E-7,-8.086940473484475E-6,8.2138516651009E-6,-3.614796378028703E-6,-3.021019906232752E-5,-1.177825203553169E-5,-4.8732934346032544E-4,-1.0999672434301396E-6
Creighton,0.01847166600000008,0.02358381498819831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3631558243115524E-7,2.2116253230422525E-5,-1.28857373115467E-6,-2.5979602864309915E-7,7.692170631986983E-6,1.2331811058195491E-6,1.0510137337568465E-6,-3.3279131149393237E-5,-3.121697986283318E-17,-3.012150409348295E-6,-1.3939653942938223E-5,1.5317901196689025E-6,5.561963293975673E-4,-5.579793470132008E-6,-1.6127899950296346E-4,2.044783029693592E-6,1.0618213751325838E-6,-8.299164111394465E-6,3.0856286522811733E-6,-2.6444020028258873E-5,2.117001371994022E-5,-4.983904668177855E-7,-2.505179287802804E-4,-1.5328141985609305E-5,1.5708980224871788E-5,5.997411211442771E-6,6.042204156558576E-6,2.6496800030758156E-6,-1.966160801461658E-5,-9.023351478162671E-5,-2.0785417785339156E-5,2.6887080148582416E-6
Memphis,0.015706351000000084,0.015332971072007704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6470336057464788E-7,-7.506031980453933E-6,-2.3310436460747688E-7,3.580090299004609E-7,-2.681036459629636E-7,1.1086463648306764E-6,-3.512888874164148E-8,2.459583008163914E-6,-3.772961319086015E-17,-2.338204017939955E-6,1.896486692818969E-5,2.131007285113524E-6,-5.579793470132008E-6,2.351000018950251E-4,-4.6851111054291755E-5,8.658344723381437E-7,6.875502353029511E-7,-2.2895692199946626E-6,-2.1432858716788868E-7,3.6427542423230045E-6,-6.271422807522937E-6,-3.627289687427823E-8,-5.265444629431406E-5,-2.0482862876037535E-6,8.918562352939088E-7,2.0701014229173208E-6,2.0068924725358055E-6,3.4563128764445063E-6,7.188921681400012E-6,-1.3409074806313995E-4,-2.1198105715469808E-5,5.1761578359168E-7
Louisville,0.09298284100000029,0.08900732247823355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9051418368605267E-6,-1.531220059547928E-4,3.696501847538044E-6,2.6579765625324123E-5,-1.1047006720522087E-5,-2.7413130435410443E-6,-1.9485292476648817E-5,-0.0010876294921777715,-1.621245480988166E-16,-2.7279953068422974E-5,-1.771376504281979E-4,2.3445066997127843E-5,-1.6127899950296346E-4,-4.6851111054291755E-5,0.00792230345474426,-9.427763008335407E-5,4.24135196231699E-6,-3.183087743047402E-5,-3.5251057437081274E-5,-8.967543928111797E-4,-9.274490850389049E-5,3.5783581116245548E-6,-0.0011980770340358994,-7.836092814778543E-4,-8.429324548171E-5,-2.1018125593056327E-4,-1.2738432202999868E-5,-2.8127617373423767E-4,-7.178549362875015E-4,-8.925122614414787E-4,-8.947522022270792E-4,-6.821284394307271E-5
Oregon,0.015379626999999986,0.011584953149011245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.034246036191435E-7,9.757656606158772E-6,-1.4478304012631666E-6,1.4431124439790748E-7,2.3013954292934265E-6,-1.0628798245024854E-7,-1.4648735976800044E-6,-2.376035386329975E-6,-3.8748349130439785E-17,-3.377294463863858E-6,3.819122895179239E-6,8.280298041285737E-6,2.044783029693592E-6,8.658344723381437E-7,-9.427763008335407E-5,1.3421113946478555E-4,1.0785967648080793E-7,2.1954707157104317E-6,2.0149385301734564E-6,2.279455118920327E-7,-7.238169191175029E-6,-1.0613553826344658E-7,-6.161852255102196E-6,-7.690592333329014E-5,7.1783974114499394E-6,1.1319550409650382E-5,1.7966998428552726E-6,1.939375211792684E-6,-7.876575374925504E-6,5.149549766578035E-6,1.2088571567137812E-5,-3.300867616110414E-6
California,0.013822039000000017,0.009257669544597807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6670171737013278E-6,-8.818877176271805E-5,2.5052077351719722E-6,1.912213238953356E-6,-1.148232208097742E-6,7.960397752917838E-7,1.977639290503744E-7,-1.3164394075099533E-6,-4.4078521100026104E-17,4.503421472108653E-6,8.400252520202249E-7,1.240625211649196E-6,1.0618213751325838E-6,6.875502353029511E-7,4.24135196231699E-6,1.0785967648080793E-7,8.570444539697378E-5,1.37198795506754E-6,9.794383068798836E-7,5.428350298198393E-7,-1.6465975670523803E-6,-2.098627793811981E-7,-9.654917889316467E-6,2.258143193688178E-6,-1.9420863581971371E-7,7.027318217415461E-6,7.593984930747729E-7,3.6652580334166975E-7,-2.963167906450838E-5,2.104011799351498E-6,7.554631789455167E-6,1.5610762908978436E-6
Marquette,0.023537529999999987,0.023192997583602572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6669951608121444E-6,-4.7148531519339416E-5,-1.856789167964302E-5,-9.80614705662065E-5,-1.3643810682170826E-6,4.834781416764006E-7,5.306887868720201E-6,-1.8167482781452054E-5,-5.752219715983596E-17,3.07890737019268E-6,-1.9782488136571164E-5,6.986942714364872E-6,-8.299164111394465E-6,-2.2895692199946626E-6,-3.183087743047402E-5,2.1954707157104317E-6,1.37198795506754E-6,5.379151369129948E-4,2.2873376320651646E-6,2.8692344736432444E-6,1.113877216981708E-5,1.0195194624083216E-6,3.568906438655255E-5,3.902656997043547E-6,-1.9459067831230367E-4,1.2946910787234878E-5,8.956419445517857E-7,-1.962238821211976E-6,-1.7251821089737276E-4,4.680901048250072E-6,-1.7845781213258626E-5,-2.0070799828966E-6
Iowa State,0.017006639000000056,0.019666422763487967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.195217967882558E-7,-1.1132062804500917E-7,-6.89815397926235E-7,-2.7186518895418726E-6,5.026699707707518E-6,2.5401919431187925E-6,5.644579219599022E-6,-3.0784939303343453E-4,-3.398212027026362E-17,-6.787394485550536E-7,-6.631618932107852E-6,3.792353142862085E-6,3.0856286522811733E-6,-2.1432858716788868E-7,-3.5251057437081274E-5,2.0149385301734564E-6,9.794383068798836E-7,2.2873376320651646E-6,3.867681843122376E-4,-4.278910517309428E-5,2.0375847027502724E-5,1.6773448495243285E-7,-9.831529246757201E-6,1.4985000733724023E-5,1.8518313990702843E-6,-4.5326020068932863E-5,-5.113422919248828E-6,4.686774686837502E-6,-8.786277426446326E-7,2.3165696502518078E-5,-1.2903483580339689E-5,-5.965600399329935E-6
Gonzaga,0.053952914999999955,0.06090003249875058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9552401430322183E-6,-1.3002236474768642E-5,7.898516147269883E-6,-5.981354734993599E-7,-9.453837857166991E-5,1.9875034734142595E-6,-2.9488893083080906E-4,-9.533267236521476E-4,-6.99289455668594E-17,1.4101723807996255E-5,-3.221395511330103E-5,1.3650511577935997E-5,-2.6444020028258873E-5,3.6427542423230045E-6,-8.967543928111797E-4,2.279455118920327E-7,5.428350298198393E-7,2.8692344736432444E-6,-4.278910517309428E-5,0.003708813958348877,8.098851368947998E-6,5.6827125806444135E-6,-2.2851393694968E-4,-4.701407067425369E-5,-1.3786563194367778E-5,-2.4256418549645955E-4,-1.2995157464006666E-5,5.924514466653727E-7,-1.9691056182006149E-4,-1.0338183607776163E-4,-2.537924171513217E-4,-3.1163915090859964E-4
Michigan,0.04320275000000001,0.046369526962655054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.738844789136522E-6,-4.455740208265959E-5,1.0121584101428581E-5,2.8488330908485094E-6,-2.744905067731662E-6,2.3486677394319563E-6,9.801426408947575E-6,-5.778413148085879E-5,-1.1948317234212605E-16,-1.705423790149874E-5,-6.076666998055429E-4,-1.0638588797832483E-5,2.117001371994022E-5,-6.271422807522937E-6,-9.274490850389049E-5,-7.238169191175029E-6,-1.6465975670523803E-6,1.113877216981708E-5,2.0375847027502724E-5,8.098851368947998E-6,0.002150133030740394,3.058016529332738E-6,1.2958652431864641E-6,2.3880890963449924E-5,-5.931052162001704E-5,-1.3627322354745309E-5,-7.25377306997824E-5,-4.956100483004182E-7,-3.1125975950584546E-4,-3.107796300582294E-5,-9.336360012863673E-4,3.2813278351321487E-6
