Name,Mean,StandardDeviation,N.C. A&T,St. Mary's (Cal.),La Salle,James Madison,Illinois,Butler,Temple,Davidson,Pacific,California,Montana,LIU Brooklyn,Middle Tenn.,Wisconsin,Boise State,Iowa State,Arizona,Wichita State,Iona,Harvard,Southern Univ.,VCU,South Dakota State,Oklahoma,Minnesota,Western Kentucky,Northwestern State,Florida Gulf Coast,Liberty,North Carolina,Albany,Valparaiso,Cincinnati,Missouri,New Mexico St.,Oregon,Miami (FL),Bucknell,NC State,UNLV,Kansas State,Notre Dame,Pittsburgh,New Mexico,Akron,Georgetown,UCLA,Villanova,Duke,Memphis,Colorado State,Oklahoma State,Colorado,Syracuse,Belmont,Mississippi,Kansas,San Diego State,Michigan State,Saint Louis,Marquette,Gonzaga,Michigan,Creighton,Florida,Ohio State,Louisville,Indiana
Southern Univ.,0.001063,0.00336150115275898760.0,0.0,0.0,0.0,-3.0269515555555554E-5,2.200173777777778E-5,-3.7665633333333337E-6,-1.6204844444444432E-6,0.0,6.277605555555557E-6,0.0,-1.2555211111111114E-6,7.242219E-5,1.0483542222222225E-5,0.0,5.470056266666666E-4,-4.575624444444443E-6,-2.4584827777777778E-5,-3.617743333333334E-6,-3.617743333333334E-6,1.1299690000000002E-5,-1.9493057777777782E-5,0.0,-1.1813473333333334E-5,-9.89534888888889E-6,0.0,0.0,-1.2555211111111114E-6,0.0,-3.669121666666668E-5,0.0,-2.5110422222222227E-6,-3.7665633333333337E-6,-1.047492011111111E-4,-3.617743333333334E-6,-4.8732644444444456E-6,5.403583333333334E-5,-9.89534888888889E-6,1.4043411111111125E-6,-2.1336772222222227E-5,-1.1515833333333334E-5,-7.533126666666667E-6,2.7537605555555557E-5,1.0999687777777777E-5,1.0044168888888891E-5,-2.2661978888888898E-5,2.406868222222222E-5,6.277605555555557E-6,-4.694916666666667E-5,-8.068996777777781E-5,-1.2555211111111114E-6,2.5110422222222236E-6,2.8086822222222225E-6,1.9695027777777777E-4,-1.9932431111111113E-5,-4.8732644444444456E-6,-1.9045416666666666E-4,-4.131526666666664E-6,-3.9418402222222225E-5,1.0312635444444447E-4,-4.5328682222222234E-5,-3.196913444444444E-5,1.1929222222222224E-4,1.587295222222222E-5,-4.399638888888888E-5,-2.269942011111111E-4,-2.657500000000002E-5,-1.3693447888888895E-4,
VCU,0.016504,0.012827726220963710.0,0.0,0.0,0.0,7.58234755555556E-5,-6.726604222222224E-5,5.0053126666666695E-5,6.051173555555552E-5,0.0,-2.3622222222222227E-5,0.0,-6.937846666666669E-6,-1.2493528000000003E-4,-3.518890955555556E-4,0.0,-9.237043755555559E-4,9.698201555555558E-5,2.3501409999999992E-4,-1.9991180000000005E-5,-1.9991180000000005E-5,-1.9493057777777782E-5,1.6455055999999992E-4,0.0,1.3336472444444445E-4,3.7008475555555535E-5,0.0,0.0,1.668437555555555E-5,0.0,4.4033798888888897E-4,0.0,9.74652888888889E-6,2.80868222222222E-6,0.0012559469466666671,4.807548666666667E-5,6.475986222222222E-5,-1.0015777777777778E-4,-1.9991180000000005E-5,-6.310646E-5,2.2374055555555552E-4,1.5303166666666657E-4,-6.937846666666688E-6,-7.285298888888892E-5,-9.337270888888893E-5,-3.8986115555555565E-5,-2.0871326444444463E-4,2.0489302222222173E-5,-3.6177433333333344E-5,4.056499999999997E-5,8.527180577777771E-4,-1.9493057777777782E-5,-3.3368751111111137E-5,-3.4524031111111154E-5,-7.033866666666669E-4,1.6063409555555557E-4,-3.9484237777777804E-5,7.531305555555553E-4,-1.173191688888889E-4,-1.3728764000000006E-4,-3.7123437555555564E-4,1.954727088888889E-4,-3.485972000000002E-5,-3.914622222222226E-4,-1.135353488888889E-4,-3.4926555555555563E-4,6.729006888888791E-5,-6.051416666666671E-4,-1.0251597777778522E-5,
South Dakota State,0.0,0.00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Oklahoma,0.010002,0.021029840069133510.0,0.0,0.0,0.0,-1.1131909555555549E-4,-1.0827180444444446E-4,5.758389111111112E-5,3.949170844444444E-4,0.0,3.3956944444444456E-5,0.0,-1.1813473333333334E-5,-7.571514E-5,-4.488386088888888E-4,0.0,-5.18231248888889E-4,1.5559139111111117E-4,4.010666000000001E-4,-3.404014E-5,-3.404014E-5,-1.1813473333333334E-5,1.3336472444444445E-4,0.0,4.422541733333333E-4,-3.1819651111111114E-5,0.0,0.0,6.865562666666666E-5,0.0,-2.3965617777777786E-4,0.0,-1.1071735555555554E-5,5.758389111111112E-5,0.00315735014,2.1372933333333334E-6,2.879031111111111E-6,-1.069594444444444E-4,2.3539026666666643E-5,-7.981055777777779E-5,-2.506027777777776E-5,1.1095888888888889E-4,-4.577041777777778E-5,-6.873882222222224E-5,-9.514597111111108E-5,-2.3626946666666668E-5,-7.732672933333333E-4,1.1793520666666666E-4,-4.6512155555555556E-5,-8.661333333333329E-5,-5.702281933333336E-4,-1.1813473333333334E-5,-1.4834755555555456E-6,1.4016187333333333E-4,-6.829211111111112E-4,-1.8754861333333331E-4,-4.585361333333334E-5,9.891250000000002E-4,-1.5700917333333334E-4,5.1823402222222266E-5,-2.8414451555555556E-4,-3.098609733333334E-4,-1.5904763777777772E-4,-2.708811111111112E-4,-1.6593889111111114E-4,-3.2243555555555554E-4,3.702291777777799E-5,-3.2172500000000014E-4,1.0112013999999979E-4,
Minnesota,0.008378,0.0094355860678838840.0,0.0,0.0,0.0,1.7934951777777777E-4,1.747645999999998E-5,6.491386666666665E-6,-6.299264000000001E-5,0.0,-1.1811111111111118E-5,0.0,2.659862222222223E-6,-6.342146E-5,7.886458666666681E-5,0.0,-4.6327486222222234E-4,5.562625333333332E-5,3.968132222222222E-5,7.664306666666663E-6,7.664306666666663E-6,-9.89534888888889E-6,3.7008475555555535E-5,0.0,-3.1819651111111114E-5,8.903028444444446E-5,0.0,0.0,-9.89534888888889E-6,0.0,-2.515150000000001E-4,0.0,5.319724444444446E-6,-4.575624444444443E-6,-1.4952465111111096E-4,7.664306666666663E-6,7.839083555555556E-5,-3.851277777777776E-5,-1.670201555555557E-5,-1.4869422222222186E-6,4.3714444444444465E-5,1.0493E-4,-9.151248888888887E-6,-4.298410000000001E-5,3.119026666666637E-6,-1.979069777777778E-5,1.9639312666666663E-4,-9.543472888888892E-5,1.1811111111111108E-5,2.0361888888888874E-4,-3.980685400000002E-4,-9.89534888888889E-6,-2.894194666666667E-5,-6.426174000000002E-5,-1.4777333333333343E-4,-1.570968088888889E-4,-3.840847555555556E-5,3.8548055555555507E-4,-2.593645999999999E-5,-8.026946666666683E-6,-1.2090152888888897E-4,-7.951902666666669E-5,-8.214353999999996E-5,-1.5219666666666675E-4,-8.618604222222224E-5,-5.738388888888901E-5,7.283112488888891E-4,-2.2141388888888898E-4,6.706723599999997E-4,
Western Kentucky,0.0,0.00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Northwestern State,0.0,0.00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Florida Gulf Coast,0.0010630000000000001,0.00336150115275898760.0,0.0,0.0,0.0,-3.0269515555555554E-5,-1.4175695555555558E-5,8.788647777777781E-6,6.629340444444446E-5,0.0,6.277605555555557E-6,0.0,-1.2555211111111114E-6,-8.04691E-6,-5.743034666666667E-5,0.0,-5.2408262222222225E-5,1.904659777777778E-5,5.5884272222222224E-5,-3.617743333333334E-6,-3.617743333333334E-6,-1.2555211111111114E-6,1.668437555555555E-5,0.0,6.865562666666666E-5,-9.89534888888889E-6,0.0,0.0,1.1299690000000002E-5,0.0,-2.4136005555555565E-5,0.0,-2.5110422222222227E-6,8.788647777777781E-6,4.946646877777778E-4,-3.617743333333334E-6,-4.8732644444444456E-6,-1.3878055555555551E-5,2.659862222222223E-6,-1.1150870000000002E-5,-2.1336772222222227E-5,1.2106388888888886E-5,-7.533126666666667E-6,-8.639827777777779E-6,-1.2622534444444443E-5,-2.5110422222222227E-6,-1.0313107888888891E-4,2.406868222222222E-5,-6.277605555555557E-6,-2.3326944444444448E-5,-6.81347566666667E-5,-1.2555211111111114E-6,2.5110422222222236E-6,2.6430904444444448E-5,-8.356361111111114E-5,-1.9932431111111113E-5,-4.8732644444444456E-6,9.00597222222222E-5,-1.6686737777777777E-5,2.8495486666666666E-5,-2.384309E-5,-4.5328682222222234E-5,-1.9413923333333327E-5,-3.1299444444444456E-5,-2.0304481111111112E-5,-4.399638888888888E-5,-7.640253444444445E-5,-5.019722222222223E-5,-9.965034444444474E-6,
Liberty,0.0,0.00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
North Carolina,0.031064999999999995,0.083463459902456020.0,0.0,0.0,0.0,2.0143604444444448E-4,-4.017138222222223E-4,2.191728833333333E-4,-2.85067288888889E-4,0.0,-1.4579045000000004E-4,0.0,-2.4136005555555565E-5,-2.3516205000000004E-4,-0.0015993575000000004,0.0,-0.0018859304888888897,-4.0316444444444454E-4,-5.213487833333336E-4,-6.95471166666667E-5,-1.0572455000000004E-4,-3.669121666666668E-5,4.4033798888888897E-4,0.0,-2.3965617777777786E-4,-2.515150000000001E-4,0.0,0.0,-2.4136005555555565E-5,0.0,0.0069661491388888835,0.0,-6.082722222222225E-5,-7.24080166666667E-5,-5.981212833333342E-4,-6.95471166666667E-5,-1.298605555555556E-4,-3.819486111111114E-4,8.879854444444428E-5,-2.645839944444446E-4,-1.437053833333336E-4,2.829291666666667E-4,1.3420965555555547E-4,7.675711666666659E-5,-2.773435055555558E-4,-7.338243333333336E-5,-8.549459388888903E-4,5.948483333333333E-4,-1.834560833333334E-4,-0.001061995833333334,0.013175634272222219,-3.669121666666668E-5,6.0827222222222136E-5,-2.486541000000001E-4,-0.0010945291666666684,0.0035326963888888886,1.7427555555555547E-4,-0.004449045833333335,-9.049104444444461E-5,-0.0010729783333333338,-6.886737166666669E-4,0.0028709881222222216,0.0011693245499999991,-8.67447222222223E-4,3.31714961111111E-4,-0.0011705875000000004,-0.004996223716666668,-0.0012927444444444454,-0.003910966772222225,
Albany,0.0,0.00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Valparaiso,0.002126,0.0044820015370119840.0,0.0,0.0,0.0,-3.542860888888888E-5,6.467292000000002E-5,-7.533126666666667E-6,-2.8351391111111115E-5,0.0,0.0,0.0,-2.5110422222222227E-6,-1.609382E-5,-2.332458222222224E-5,0.0,-1.2992694666666668E-4,1.447097333333334E-5,4.385465555555557E-5,-7.235486666666668E-6,-7.235486666666668E-6,-2.5110422222222227E-6,9.74652888888889E-6,0.0,-1.1071735555555554E-5,5.319724444444446E-6,0.0,0.0,-2.5110422222222227E-6,0.0,-6.082722222222225E-5,0.0,2.0088337777777782E-5,-7.533126666666667E-6,-3.5284513333333295E-5,2.894194666666667E-5,2.8086822222222225E-6,1.948833333333334E-5,-1.979069777777778E-5,2.808682222222225E-6,1.2047333333333334E-4,-2.303166666666667E-5,1.0044168888888893E-5,-1.7279655555555558E-5,-1.6228466666666613E-6,-5.0220844444444454E-6,-8.961562444444449E-5,-2.421750222222223E-5,0.0,4.192944444444445E-5,-8.902506888888895E-5,-2.5110422222222227E-6,-7.5331266666666665E-6,-1.9493057777777782E-5,8.976444444444441E-5,-3.9864862222222226E-5,-9.746528888888891E-6,2.3917500000000005E-4,-2.0818264444444444E-5,-1.0394722666666668E-4,4.310583111111112E-5,2.3669466666666618E-6,-1.520562444444443E-5,-3.897666666666668E-5,-1.549854E-5,8.622111111111113E-5,4.4956159777777787E-4,-1.0039444444444446E-4,-2.738689577777779E-4,
Cincinnati,0.003189,0.0051347778270664580.0,0.0,0.0,0.0,7.012965333333335E-5,-4.252708666666667E-5,1.2555211111111118E-6,8.667465777777778E-5,0.0,1.8832816666666667E-5,0.0,8.788647777777781E-6,-2.4140730000000003E-5,1.9975895999999998E-4,0.0,-1.8233520888888893E-4,9.895348888888887E-6,4.2892049999999985E-5,2.5324203333333332E-5,-1.0853230000000002E-5,-3.7665633333333337E-6,2.80868222222222E-6,0.0,5.758389111111112E-5,-4.575624444444443E-6,0.0,0.0,8.788647777777781E-6,0.0,-7.24080166666667E-5,0.0,-7.533126666666667E-6,2.6365943333333335E-5,2.8516628555555555E-4,-1.0853230000000002E-5,-1.4619793333333336E-5,-4.1634166666666655E-5,3.160180888888889E-5,1.5280034444444448E-5,-6.401031666666668E-5,-1.0925277777777784E-5,2.5110422222222236E-6,-1.3364272222222226E-5,5.366850777777778E-5,-7.533126666666667E-6,-2.6066059222222223E-4,-1.4882000000000784E-7,-1.8832816666666667E-5,1.012802777777778E-4,-1.8078204777777785E-4,-3.7665633333333337E-6,7.5331266666666665E-6,6.937846666666664E-6,3.248055555555589E-6,-5.9797293333333335E-5,-1.4619793333333336E-5,5.654569444444445E-4,3.0408886666666667E-5,-2.671909555555555E-5,-2.723760333333335E-5,-1.3598604666666667E-4,-3.4619547777777776E-5,-4.6653888888888916E-5,-6.0913443333333346E-5,-4.0453055555555565E-5,5.646774111111108E-5,2.3622222222222217E-5,-3.200114255555557E-4,
Missouri,0.09931699999999999,0.155827685177499120.0,0.0,0.0,0.0,-0.0011903310399999994,-7.301070822222222E-4,5.036718411111111E-4,0.002659084584444444,0.0,9.929010555555569E-5,0.0,-1.047492011111111E-4,-6.713605899999999E-4,-0.004068349442222221,0.0,-0.004602038748888889,0.0012573375022222224,0.0032133639944444447,-3.018314233333333E-4,-1.0613975666666664E-4,-1.047492011111111E-4,0.0012559469466666671,0.0,0.00315735014,-1.4952465111111096E-4,0.0,0.0,4.946646877777778E-4,0.0,-5.981212833333342E-4,0.0,-3.5284513333333295E-5,2.8516628555555555E-4,0.024282267467777778,1.320935766666667E-4,1.7793604222222223E-4,-7.023024999999998E-4,-1.0289097333333331E-4,-7.007540633333332E-4,4.5056072777777774E-4,0.0011093630555555557,-3.9892263999999995E-4,-5.975556611111111E-4,-0.0010765782988888886,-2.220536133333333E-4,-0.0028729027433333325,9.000846511111111E-4,-2.9417343888888883E-4,-9.045091666666647E-4,-0.0018310688544444448,-1.1730441222222222E-4,-9.168493111111112E-5,9.457668733333335E-4,-0.0064877558333333325,-8.166600022222221E-4,-3.7484416888888887E-4,0.0061269125000000075,-0.0012689162511111108,0.001400952846666667,-0.0024676188544444436,-0.0011217854177777776,-0.0011480507988888876,-0.002507031111111112,-0.00118607823,-0.00312680361111111,-0.002533356632222218,-0.004492133333333335,0.0016545086455555514,
New Mexico St.,0.0030629999999999998,0.0096860564730957450.0,0.0,0.0,0.0,-5.104319333333332E-5,-4.669373333333334E-6,-1.0853230000000002E-5,-4.0846806666666666E-5,0.0,-1.808871666666667E-5,0.0,-3.617743333333334E-6,-2.318691E-5,-9.741701333333332E-5,0.0,-1.8719014000000004E-4,5.488215333333334E-5,1.6102871666666668E-4,-1.042441E-5,-1.042441E-5,-3.617743333333334E-6,4.807548666666667E-5,0.0,2.1372933333333334E-6,7.664306666666663E-6,0.0,0.0,-3.617743333333334E-6,0.0,-6.95471166666667E-5,0.0,2.894194666666667E-5,-1.0853230000000002E-5,1.320935766666667E-4,9.381969E-5,2.2135279999999997E-5,2.807750000000001E-5,-2.8513126666666674E-5,4.0465633333333306E-6,4.086212166666667E-4,-3.31825E-5,1.447097333333333E-5,-2.4895383333333336E-5,-3.637142333333333E-5,-7.235486666666668E-6,-6.529975666666666E-5,-3.4890973333333345E-5,-1.808871666666667E-5,6.0409166666666664E-5,-1.282614233333334E-4,-3.617743333333334E-6,-2.894194666666667E-5,-2.808430666666667E-5,-3.0885250000000004E-4,-5.7434653333333335E-5,-1.4042153333333335E-5,0.0011103375000000003,-4.8082293333333336E-5,-1.4976028E-4,-1.7294719E-4,1.0125597333333334E-4,-5.594058999999999E-5,-9.018833333333335E-5,-2.2329270000000004E-5,-5.87075E-5,2.2228191000000009E-4,-1.4464166666666668E-4,-3.9457225666666675E-4,
Oregon,0.004126,0.0098936289264017450.0,0.0,0.0,0.0,1.269341688888889E-4,-6.289857777777777E-6,2.155764E-5,-5.5022502222222234E-5,0.0,-2.4366322222222225E-5,0.0,-4.8732644444444456E-6,-3.123382000000001E-5,-1.9929180444444445E-4,0.0,-2.159761800000001E-4,7.392875111111112E-5,8.928798888888887E-5,-1.4042153333333335E-5,-1.4042153333333335E-5,-4.8732644444444456E-6,6.475986222222222E-5,0.0,2.879031111111111E-6,7.839083555555556E-5,0.0,0.0,-4.8732644444444456E-6,0.0,-1.298605555555556E-4,0.0,2.8086822222222225E-6,-1.4619793333333336E-5,1.7793604222222223E-4,2.2135279999999997E-5,9.788389333333333E-5,-3.0245000000000003E-5,-3.840847555555556E-5,-3.072652888888889E-5,1.1650632222222222E-4,1.509933333333333E-4,-1.6684375555555558E-5,-3.353521111111112E-5,-4.899395777777778E-5,-9.746528888888891E-6,-8.796173555555561E-5,-4.699972444444446E-5,1.1811111111111108E-5,8.137388888888883E-5,-1.7277395777777789E-4,-4.8732644444444456E-6,-3.8986115555555565E-5,-3.783083555555557E-5,-3.479716666666668E-4,-7.736708444444444E-5,-1.8915417777777784E-5,2.0240833333333338E-4,-6.476903111111111E-5,-1.6555646E-4,-1.9679028E-4,8.771391111111062E-6,-7.535451333333333E-5,-1.2148777777777784E-4,-3.0078540000000003E-5,-1.4714833333333337E-4,2.994238199999999E-4,-1.94838888888889E-4,0.0011276182644444444,
Miami (FL),0.02238,0.0186357631093193170.0,0.0,0.0,0.0,-2.873433333333332E-4,2.1402111111111106E-4,-4.1634166666666655E-5,-8.877888888888886E-5,0.0,2.2145833333333354E-5,0.0,-1.3878055555555551E-5,3.463275E-4,3.254777777777835E-5,0.0,0.0026158155555555565,-6.132777777777728E-6,-9.672916666666669E-5,-3.9989166666666667E-5,2.807750000000001E-5,5.403583333333334E-5,-1.0015777777777778E-4,0.0,-1.069594444444444E-4,-3.851277777777776E-5,0.0,0.0,-1.3878055555555551E-5,0.0,-3.819486111111114E-4,0.0,1.948833333333334E-5,-4.1634166666666655E-5,-7.023024999999998E-4,2.807750000000001E-5,-3.0245000000000003E-5,3.4729166666666676E-4,-8.575722222222223E-5,1.552305555555553E-5,9.47291666666667E-5,-1.272916666666666E-4,-3.602388888888886E-5,1.238125E-4,9.075277777777841E-6,4.015777777777779E-5,6.661697222222222E-4,6.184611111111107E-5,4.576805555555555E-5,-2.1895833333333313E-4,-7.321608333333335E-4,-1.3878055555555551E-5,4.1338888888889525E-6,-1.6198333333333374E-5,0.0010770138888888893,-2.203255555555555E-4,-5.386722222222222E-5,-8.552083333333325E-4,-6.929055555555548E-5,8.926166666666698E-5,5.94075277777778E-4,-1.746238888888887E-4,-1.9361916666666654E-4,5.575000000000003E-4,4.2120277777777834E-5,-1.1409722222222184E-4,-5.257747222222207E-4,-4.270833333333335E-4,-0.001274733055555556,
Bucknell,0.008378,0.0094355860678838840.0,0.0,0.0,0.0,1.0994742888888889E-4,-1.1172528444444447E-4,-4.575624444444443E-6,4.1098682222222215E-5,0.0,1.1811111111111108E-5,0.0,2.659862222222223E-6,-6.342146E-5,8.9995831111111E-5,0.0,-4.868970844444445E-4,-3.7550835555555556E-5,-7.711798888888892E-5,7.664306666666663E-6,7.664306666666663E-6,-9.89534888888889E-6,-1.9991180000000005E-5,0.0,2.3539026666666643E-5,-1.670201555555557E-5,0.0,0.0,2.659862222222223E-6,0.0,8.879854444444428E-5,0.0,-1.979069777777778E-5,3.160180888888889E-5,-1.0289097333333331E-4,-2.8513126666666674E-5,-3.840847555555556E-5,-8.575722222222223E-5,8.903028444444446E-5,9.58006888888889E-6,-1.3049944444444445E-4,-4.35172222222222E-5,1.447097333333334E-5,5.748544444444447E-6,2.3941248888888906E-5,-7.235486666666668E-6,8.968471111111019E-6,-1.052465111111112E-5,-2.4366322222222225E-5,2.3499444444444416E-5,1.3047868222222192E-4,2.659862222222223E-6,1.9790697777777784E-5,8.09312666666667E-6,-1.2148444444444462E-4,4.2227502222222225E-5,1.032416888888889E-5,1.842083333333337E-4,1.0240973333333355E-5,1.0861958666666663E-4,-1.4362687333333338E-4,-3.317145999999998E-5,7.450646000000001E-5,-6.346055555555567E-5,-3.0827364444444466E-5,4.677166666666655E-5,4.009862488888889E-4,3.660555555555553E-4,-2.8569152888888915E-4,
NC State,0.009441000000000001,0.008974367758603760.0,0.0,0.0,0.0,6.861090222222225E-5,3.30076444444444E-6,-3.3452610000000006E-5,3.4535422222222162E-6,0.0,1.8088716666666672E-5,0.0,2.502656333333333E-5,9.000730000000004E-6,6.490151400000004E-4,0.0,4.7553331111111006E-5,-2.9571248888888894E-5,-2.1080938888888915E-5,7.211323000000001E-5,4.0465633333333306E-6,1.4043411111111125E-6,-6.310646E-5,0.0,-7.981055777777779E-5,-1.4869422222222186E-6,0.0,0.0,-1.1150870000000002E-5,0.0,-2.645839944444446E-4,0.0,2.808682222222225E-6,1.5280034444444448E-5,-7.007540633333332E-4,4.0465633333333306E-6,-3.072652888888889E-5,1.552305555555553E-5,9.58006888888889E-6,8.053927666666668E-5,-1.244549999999994E-6,-1.022775E-4,1.9493057777777786E-5,-2.8912833333333335E-6,1.4189649222222224E-4,2.808682222222225E-6,-2.1960518888888992E-5,-5.8810835555555566E-5,-5.533505555555554E-6,2.443113888888889E-4,-5.468251744444446E-4,1.4043411111111125E-6,9.746528888888898E-6,-2.5275624444444453E-5,2.880658333333334E-4,-1.4085180666666667E-4,-7.1043066666666735E-6,9.125013888888889E-4,1.5750944666666667E-4,2.062131777777777E-5,1.3362482555555558E-4,-1.4862270888888894E-4,-4.6198785555555555E-5,7.945388888888874E-5,-2.602142333333333E-5,9.36558333333334E-5,-2.4807184111111104E-4,1.005916666666665E-4,-6.17662118888889E-4,
UNLV,0.018065,0.042515934594507550.0,0.0,0.0,0.0,-2.346174999999999E-4,-6.520472222222222E-5,-3.889989444444445E-5,-2.4090681111111115E-4,0.0,-1.0668386111111111E-4,0.0,-2.1336772222222227E-5,-1.3675204999999998E-4,-6.262327111111111E-4,0.0,-0.0010789019444444447,2.2770756666666667E-4,6.640182277777778E-4,-6.148121666666668E-5,-2.5303783333333343E-5,-2.1336772222222227E-5,2.2374055555555552E-4,0.0,-2.506027777777776E-5,4.3714444444444465E-5,0.0,0.0,-2.1336772222222227E-5,0.0,-1.437053833333336E-4,0.0,1.2047333333333334E-4,-6.401031666666668E-5,4.5056072777777774E-4,4.086212166666667E-4,1.1650632222222222E-4,9.47291666666667E-5,-1.3049944444444445E-4,-1.244549999999994E-6,0.0018076046944444442,-1.0416805555555558E-4,6.023666666666669E-5,-1.0916267222222225E-4,-2.2706705E-4,-3.0118333333333336E-5,7.846038333333323E-5,-1.570477777777778E-4,-6.901822777777778E-5,1.7616249999999982E-4,-2.2791461666666702E-4,-8.781561111111111E-6,-1.3302854444444448E-4,-1.1690333333333335E-4,-0.0016827736111111116,-1.394145111111111E-4,-3.4085344444444446E-5,0.004393034722222223,-2.222925E-4,-5.05278888888889E-4,-8.989226055555556E-4,6.355748666666666E-4,-1.7047711666666658E-4,-4.403777777777778E-4,-4.015773888888889E-5,-2.6652083333333324E-4,7.233742722222214E-4,-5.489333333333335E-4,-0.0010485604500000008,
Kansas State,0.020380000000000002,0.0187249833110740.0,0.0,0.0,0.0,2.2570500000000006E-4,-6.210777777777778E-5,8.061083333333332E-5,2.1378333333333335E-5,0.0,-3.3956944444444456E-5,0.0,-1.1515833333333334E-5,-7.38075E-5,-5.503822222222223E-4,0.0,-5.043188888888891E-4,1.0663166666666667E-4,1.2159583333333332E-4,-3.31825E-5,-3.31825E-5,-1.1515833333333334E-5,1.5303166666666657E-4,0.0,1.1095888888888889E-4,1.0493E-4,0.0,0.0,1.2106388888888886E-5,0.0,2.829291666666667E-4,0.0,-2.303166666666667E-5,-1.0925277777777784E-5,0.0011093630555555557,-3.31825E-5,1.509933333333333E-4,-1.272916666666666E-4,-4.35172222222222E-5,-1.022775E-4,-1.0416805555555558E-4,3.506249999999998E-4,-4.5472777777777785E-5,-5.5623611111111137E-5,-1.1577583333333335E-4,-2.303166666666667E-5,-3.5925916666666664E-4,2.5069999999999992E-5,1.0334722222222207E-5,-1.8819444444444376E-5,6.306130555555549E-4,-1.1515833333333334E-5,-4.4882222222222227E-5,-2.1330000000000038E-5,-6.831249999999999E-4,1.241322222222222E-4,-2.1076111111111136E-5,-5.76736111111111E-4,-1.2943111111111104E-4,-2.3377388888888882E-4,-3.464702777777779E-4,8.688555555555554E-5,-5.028972222222227E-5,-2.870833333333336E-4,-5.025527777777776E-5,-4.0354166666666663E-4,-1.0910916666666672E-4,-4.60416666666667E-4,0.0020974880555555556,
